name_lower	name	canonical	known_chain	count
glendale school (historical)	Glendale School (historical)			29
philadelphia cemetery	Philadelphia Cemetery			29
атмосфера	Атмосфера			29
rainbow park	Rainbow Park			29
impuls	Impuls			29
bl. 25	Bl. 25			29
magnolia park	Magnolia Park			29
klettergerüst	Klettergerüst			29
排球场	排球场			29
новый век	Новый век			29
pieper	Pieper			29
vigili urbani	Vigili Urbani			29
boliche	Boliche			29
классик	Классик			29
дюсш №1	ДЮСШ №1			29
saint mathews church	Saint Mathews Church			29
swan inn	Swan Inn			29
picnic pavilion	Picnic Pavilion			29
marktschänke	Marktschänke			29
hotel eden	Hotel Eden			29
גן ילדים	גן ילדים			29
clean car	Clean Car			29
bass cemetery	Bass Cemetery			29
lorenz	Lorenz			29
magazyn	Magazyn			29
cancer research	Cancer Research			29
vogelsang	Vogelsang			29
sint-martinus	Sint-Martinus			29
alcaldía municipal	Alcaldía Municipal			29
собор троицы живоначальной	Собор Троицы Живоначальной			29
atelier de couture	Atelier de couture			29
кокетка	Кокетка			29
综合楼	综合楼			29
захарово	Захарово			29
sulpak	Sulpak			29
中国石油	中国石油			29
lavatoio	Lavatoio			29
tabák	Tabák			29
da enzo	Da Enzo			29
orvis	Orvis			29
круиз	Круиз			29
douar rmel	Douar Rmel			29
детский сад №101	Детский сад №101			29
ice	Ice			29
volière	Volière			29
leslie's pool supplies	Leslie's Pool Supplies			29
красный куб	Красный куб			29
nelson	Nelson			29
міліція	Міліція			29
basic	Basic			29
mount nebo baptist church	Mount Nebo Baptist Church			29
the square	The Square			29
beach	Beach			29
чебурашка	Чебурашка			29
saint michael	Saint Michael			29
1 корпус	1 корпус			29
workshops	Workshops			29
grimminger	Grimminger			29
sanayi	sanayi			29
federated church	Federated Church			29
grand bay natural wildlife refuge	Grand Bay Natural Wildlife Refuge			29
bl. 24	Bl. 24			29
goldener drache	Goldener Drache			29
st. magdalena	St. Magdalena			29
alexander park	Alexander Park			29
дива	Дива			29
espace coiffure	Espace Coiffure			29
fatih cami	Fatih Cami			29
the coffee bean	The Coffee Bean			29
husův sbor	Husův sbor			29
champion mine	Champion Mine			29
voli	Voli			29
крепеж	Крепеж			29
bocage	Bocage			29
arby’s	Arby’s			29
rudy's texas bar-b-q	Rudy's Texas Bar-B-Q			29
calabria	Calabria			29
торговый ряд	Торговый ряд			29
верона	Верона			29
askeri bölge	Askeri Bölge			29
girasol	Girasol			29
gospodarstwo agroturystyczne	Gospodarstwo agroturystyczne			29
dom z xviii w.	Dom z XVIII w.			29
металлобаза	Металлобаза			29
lissac	Lissac			29
славутич	Славутич			29
taller de motos	Taller de Motos			29
st. pius	St. Pius			29
hotel sonne	Hotel Sonne			29
eisenhower elementary school	Eisenhower Elementary School			29
san sebastian	San Sebastian			29
dallmeyers backhus	Dallmeyers Backhus			29
здравна служба	Здравна служба			29
oak lawn cemetery	Oak Lawn Cemetery			29
claudia	Claudia			29
huff cemetery	Huff Cemetery			29
azzurro	Azzurro			29
sundial	Sundial			29
ascheplatz	Ascheplatz			29
second hand shop	Second Hand Shop			29
zur quelle	Zur Quelle			29
carl's junior	Carl's Junior	Carl's Jr.	1	29
seilbahn	Seilbahn			29
bloc 14	Bloc 14			29
st. alban	St. Alban			29
353	353			29
352	352			29
agerrea	Agerrea			29
holiday land	Holiday Land			29
texas eastern transmission	Texas Eastern Transmission			29
la fattoria	La Fattoria			29
bl. a4	Bl. A4			29
наташа	Наташа			29
pista de tenis	Pista de Tenis			29
cash express	Cash Express			29
fry's	Fry's			29
caswell gameland	Caswell Gameland			29
the woolpack	The Woolpack			29
classroom building	Classroom Building			29
holiday inn express hotel & suites	Holiday Inn Express Hotel & Suites			29
arnold clark	Arnold Clark			29
rema	Rema			29
mandiri	Mandiri			29
hospedaje	Hospedaje			29
manzana 6	Manzana 6			29
kiehl's	Kiehl's			29
centerville cemetery	Centerville Cemetery			29
стрела	Стрела			29
snyder cemetery	Snyder Cemetery			29
sekundarschule	Sekundarschule			29
dům s pečovatelskou službou	Dům s pečovatelskou službou			29
mairie-école	Mairie-École			29
buffalo church	Buffalo Church			29
king's	King's			29
bahnhofsgaststätte	Bahnhofsgaststätte			29
piano	Piano			29
eintracht	Eintracht			29
тополёк	Тополёк			29
clinica veterinaria	Clinica Veterinaria			29
fb biologie, chemie, pharmazie	FB Biologie, Chemie, Pharmazie			29
imagine	Imagine			29
zespół szkół nr 2	Zespół Szkół nr 2			29
may cemetery	May Cemetery			29
рублёвский	Рублёвский			29
école sainte-thérèse	École Sainte-Thérèse			29
крым	Крым			29
kościół św. józefa	Kościół św. Józefa			29
열쇠병원 (yeolsoe hospital)	열쇠병원 (Yeolsoe Hospital)			29
optiker bode	Optiker Bode			29
вкусняшка	Вкусняшка			29
shelter #1	Shelter #1			29
building 17	Building 17			29
стадіон	Стадіон			29
katastrální úřad	Katastrální úřad			29
vila sem denominação	Vila Sem Denominação			29
gerry's grill	Gerry's Grill			29
lincoln middle school	Lincoln Middle School			29
sea breeze	Sea Breeze			29
fritz	Fritz			29
ryan's	Ryan's			29
solid rock church	Solid Rock Church			29
kościół pw. św. marcina	Kościół pw. św. Marcina			29
wbk	WBK			29
saint marks school	Saint Marks School			29
aviary	Aviary			29
stop shop	Stop Shop			29
cockpit	Cockpit			29
zacisze	Zacisze			29
terno	Terno			29
mülldeponie	Mülldeponie			29
altamira	Altamira			29
wiesenhof	Wiesenhof			29
little waitrose	Little Waitrose			29
салон цветов	Салон цветов			29
springhill church	Springhill Church			29
la caravelle	La Caravelle			29
columbia elementary school	Columbia Elementary School			29
établissement français du sang	Établissement Français du Sang			29
die post	Die Post			29
церковь владимирской иконы божией матери	Церковь Владимирской иконы Божией Матери			29
358	358			29
independence church	Independence Church			29
i am	I am			29
apostelkirche	Apostelkirche			29
green garden	Green Garden			29
st. anna kapelle	St. Anna Kapelle			29
fugletårn	Fugletårn			29
антей	Антей			29
lowell elementary school	Lowell Elementary School			29
holy rosary catholic church	Holy Rosary Catholic Church			29
промінвестбанк	Промінвестбанк			29
le pavillon	Le Pavillon			29
banco mercantil	Banco Mercantil			29
dunbar school	Dunbar School			29
hotel bristol	Hotel Bristol			29
microtel	Microtel			29
танцплощадка	Танцплощадка			29
heitzmann	Heitzmann			29
sankt bonifatius	Sankt Bonifatius			29
bébé 9	Bébé 9			29
montague wildlife management area	Montague Wildlife Management Area			29
лето банк	Лето Банк			29
kapadokya	Kapadokya			29
mitchell park	Mitchell Park			29
modelo	Modelo			29
autour de bébé	Autour de Bébé			29
kościół pw. matki bożej królowej polski	Kościół pw. Matki Bożej Królowej Polski			29
école primaire saint-exupéry	École primaire Saint-Exupéry			29
6-й микрорайон	6-й микрорайон			29
elektro	Elektro			29
cancha de beisbol	Cancha de Beisbol			29
farmer cemetery	Farmer Cemetery			29
ryf	Ryf			29
бензиностанция	Бензиностанция			29
pazar yeri	Pazar Yeri			29
hükümet konağı	Hükümet Konağı			29
jeu de boules	Jeu de Boules			29
селищна рада	Селищна рада			29
floyd cemetery	Floyd Cemetery			29
st. urban	St. Urban			29
red rose	Red Rose			29
uffici comunali	Uffici comunali			29
copyshop	Copyshop			29
green valley school (historical)	Green Valley School (historical)			29
建物	建物			29
église sainte-geneviève	Église Sainte-Geneviève			29
alte brauerei	Alte Brauerei			29
place du général de gaulle	Place du Général de Gaulle			29
lions club park	Lions Club Park			29
église de la nativité de la vierge	Église de la Nativité de la Vierge			29
келейный корпус	Келейный корпус			29
villa anna	Villa Anna			29
north high school	North High School			29
368	368			29
l'essentiel	L'Essentiel			29
tony	Tony			29
wäscherei	Wäscherei			29
blue inc	Blue Inc			29
bellamy reservoir	Bellamy Reservoir			29
palladium	Palladium			29
abarrotes	Abarrotes			29
окей	Окей			29
lindsey cemetery	Lindsey Cemetery			29
campo da calcetto	Campo da calcetto			29
e座 block e	E座 Block E			29
church of the assumption	Church of the Assumption			29
le colombier	Le Colombier			29
metropolitan baptist church	Metropolitan Baptist Church			29
trianon emlékmű	Trianon emlékmű			29
eyes + more	eyes + more			29
bmx	BMX			29
легион	Легион			29
vélodrome	Vélodrome			29
красный	Красный			29
arhelan	Arhelan			29
hurst cemetery	Hurst Cemetery			29
молоток	Молоток			29
the bakery	The Bakery			29
pine ridge cemetery	Pine Ridge Cemetery			29
sala	Sala			29
ermita de santa lucía	Ermita de Santa Lucía			29
fire department	Fire Department			29
c&rt services	C&RT Services			29
alì	Alì			29
диамант	Диамант			29
gabriel	Gabriel			29
baker park	Baker Park			29
diskont	Diskont			29
свинарник	Свинарник			29
tea house	Tea House			29
youth center	Youth Center			29
disused	Disused			29
jefferson middle school	Jefferson Middle School			29
skjutbana	Skjutbana			29
the library	The Library			29
84 lumber	84 Lumber			29
madonnina	Madonnina			29
notre dame	Notre Dame			29
munkesøvej	Munkesøvej			29
brentwood park	Brentwood Park			29
g block	G Block			29
ararat	Ararat			29
institut pendidikan guru kampus temenggong ibrahim	Institut Pendidikan Guru Kampus Temenggong Ibrahim			29
diakonie	Diakonie			29
сушилка	Сушилка			29
jardin des plantes	Jardin des Plantes			29
la crêperie	La Crêperie			29
kasseler sparkasse	Kasseler Sparkasse			29
haupteingang	Haupteingang			29
鵯越墓園	鵯越墓園			29
oakdale school	Oakdale School			29
beech house	Beech House			29
beer garden	Beer Garden			29
st. joseph catholic church	St. Joseph Catholic Church			29
taco mac	Taco Mac			29
banca intesa san paolo	Banca Intesa San Paolo			29
tabernacle cemetery	Tabernacle Cemetery			29
eglise baptiste	Eglise Baptiste			29
jem & fix	Jem & Fix			29
igreja do rosário	Igreja do Rosário			29
live oak church	Live Oak Church			29
youth hostel	Youth Hostel			29
gasthof zur sonne	Gasthof zur Sonne			29
k&l ruppert	K&L Ruppert			29
tupperware	Tupperware			29
st luke's church	St Luke's Church			29
свежая выпечка	Свежая выпечка			29
mercado agropecuario	Mercado Agropecuario			29
hot wok	Hot Wok			29
westside school	Westside School			29
sue ryder care	Sue Ryder Care			29
formula	Formula			29
papeterie	Papeterie			29
lord of life lutheran church	Lord of Life Lutheran Church			29
gasthaus zur sonne	Gasthaus zur Sonne			29
cimetière des martyrs	Cimetière des Martyrs			29
усадебный дом	Усадебный дом			29
367	367			29
362	362			29
ako	AKO			29
tawerna	Tawerna			29
wendelinuskapelle	Wendelinuskapelle			29
le trianon	Le Trianon			29
gravel hill church	Gravel Hill Church			29
los molinos	Los Molinos			29
509	509			29
szent péter és pál-templom	Szent Péter és Pál-templom			29
centro de día	Centro de Día			29
торговый павильон	Торговый павильон			29
banca di cividale	Banca di Cividale			29
al capone	Al Capone			29
pdam	PDAM			29
მარკეტი	მარკეტი			29
st. joseph's church	St. Joseph's Church			29
mission church	Mission Church			29
the rookery	The Rookery			29
fontaine wallace	Fontaine Wallace			29
catimini	Catimini			29
kraus	Kraus			29
the globe inn	The Globe Inn			29
edison elementary school	Edison Elementary School			29
中国邮政	中国邮政			29
волейбольная площадка	Волейбольная площадка			29
bbc	BBC			29
jetoil	Jetoil			29
zum goldenen stern	Zum Goldenen Stern			29
point.p	Point.P			29
crossroads community church	Crossroads Community Church			29
jeep	Jeep			29
homestead park	Homestead Park			29
shogun	Shogun			29
super wash	Super Wash			29
залізничний вокзал	Залізничний вокзал			29
international	International			29
waterfront park	Waterfront Park			29
baraka	Baraka			29
rue21	rue21			29
церковь бориса и глеба	Церковь Бориса и Глеба			29
piano bar	Piano Bar			29
беркут	Беркут			29
bowling alley	Bowling Alley			29
sporthallen	Sporthallen			29
ground	Ground			28
circus	Circus			28
комсомольский парк	Комсомольский парк			28
марково	Марково			28
pos satpam	Pos Satpam			28
jägerheim	Jägerheim			28
kennedy elementary school	Kennedy Elementary School			28
la fonda	La Fonda			28
race trac	Race Trac			28
costcutters	Costcutters			28
хліб	Хліб			28
école maternelle et primaire	École maternelle et primaire			28
multipolster	Multipolster			28
église saint-pierre-saint-paul	Église Saint-Pierre-Saint-Paul			28
vista	Vista			28
sex shop	Sex Shop			28
snowcreek 2	Snowcreek 2			28
durham cemetery	Durham Cemetery			28
компьютерный мир	Компьютерный мир			28
snp	SNP			28
hatfield cemetery	Hatfield Cemetery			28
발렌타인모텔 (vallentine motel)	발렌타인모텔 (Vallentine Motel)			28
агропромбанк	Агропромбанк			28
station carrefour	Station Carrefour			28
mercal	Mercal			28
hertenkamp	Hertenkamp			28
ネッツトヨタ	ネッツトヨタ			28
pizza hot	Pizza Hot			28
rest haven cemetery	Rest Haven Cemetery			28
bachmann	Bachmann			28
liceo	Liceo			28
musée des beaux-arts	Musée des Beaux-Arts			28
cba príma	CBA Príma			28
4号楼	4号楼			28
інфекційне відділення	Інфекційне відділення			28
カクヤス	カクヤス			28
sparkasse holstein	Sparkasse Holstein			28
london pub	London Pub			28
allied irish bank	Allied Irish Bank			28
église saint-romain	Église Saint-Romain			28
nichtschwimmer	Nichtschwimmer			28
bloom	Bloom			28
"детский сад ""родничок"""	"Детский сад ""Родничок"""			28
hotel diana	Hotel Diana			28
sankt mauritius	Sankt Mauritius			28
malaene	malaene			28
deutsche bundesbank	Deutsche Bundesbank			28
pawtuckaway state park	Pawtuckaway State Park			28
ermita de santa bárbara	Ermita de Santa Bárbara			28
römerhof	Römerhof			28
татфондбанк	Татфондбанк			28
calhoun cemetery	Calhoun Cemetery			28
jewsons	Jewsons			28
san antonio de padua	San Antonio de Padua			28
опорный пункт полиции	Опорный пункт полиции			28
rocky gutter wildlife management area	Rocky Gutter Wildlife Management Area			28
macedonia church (historical)	Macedonia Church (historical)			28
check point	Check Point			28
berean church	Berean Church			28
christian life center	Christian Life Center			28
la boîte à pizza	La Boîte à Pizza			28
banca nazionale del lavoro	Banca Nazionale del Lavoro			28
saints peter and paul catholic church	Saints Peter and Paul Catholic Church			28
д/с	Д/С			28
leichenhaus	Leichenhaus			28
ვისოლი (wissol)	ვისოლი (Wissol)			28
теннисные корты	Теннисные корты			28
meijer gas	Meijer Gas			28
посейдон	Посейдон			28
роща	Роща			28
saint stanislaus cemetery	Saint Stanislaus Cemetery			28
chamber of commerce	Chamber of Commerce			28
evangelische kirchengemeinde	Evangelische Kirchengemeinde			28
plateau sportif	Plateau Sportif			28
mossos d'esquadra	Mossos d'Esquadra			28
djelo	Djelo			28
szent miklós-templom	Szent Miklós-templom			28
детский сад №96	Детский сад №96			28
industrial area	Industrial area			28
mitre 10 mega	Mitre 10 Mega			28
yarrara flora and fauna reserve	Yarrara Flora and Fauna Reserve			28
пожежна частина	Пожежна частина			28
inpost	InPost			28
institut de formation en soins infirmiers	Institut de Formation en Soins Infirmiers			28
пожарка	Пожарка			28
bürgerhalle	Bürgerhalle			28
foyer des jeunes	Foyer des Jeunes			28
all saints cemetery	All Saints Cemetery			28
市立北小学校	市立北小学校			28
gregg's	Gregg's	Greggs	1	28
あさひ保育園	あさひ保育園			28
entel	Entel			28
пески	Пески			28
mcgee cemetery	McGee Cemetery			28
eindicker	Eindicker			28
saint mark lutheran church	Saint Mark Lutheran Church			28
mount salem church	Mount Salem Church			28
église sainte-barbe	Église Sainte-Barbe			28
inglot	Inglot			28
good shepherd school	Good Shepherd School			28
a�lvaro obregon	A�Lvaro Obregon			28
le bosphore	Le Bosphore			28
pabrik	Pabrik			28
burgstall	Burgstall			28
24a	24a			28
planeta	Planeta			28
uco bank	UCO Bank			28
catwalk	Catwalk			28
grycan	Grycan			28
immaculate heart of mary church	Immaculate Heart of Mary Church			28
roter turm	Roter Turm			28
детский сад №66	Детский сад №66			28
théâtre municipal	Théâtre Municipal			28
public safety	Public Safety			28
рынок стройматериалов	Рынок стройматериалов			28
суперстрой	СуперСтрой			28
plaza park	Plaza Park			28
515	515			28
panny márie	Panny Márie			28
kebun kelapa	Kebun Kelapa			28
lic. adolfo lopez mateos	Lic. Adolfo Lopez Mateos			28
storage building	Storage Building			28
мир мебели	Мир мебели			28
cornerstone community church	Cornerstone Community Church			28
старая мельница	Старая мельница			28
puregold jr.	Puregold Jr.			28
crédit coopératif	Crédit Coopératif			28
wojas	Wojas			28
allen chapel african methodist episcopal church	Allen Chapel African Methodist Episcopal Church			28
école sainte-anne	École Sainte-Anne			28
мебельная фабрика	Мебельная фабрика			28
amc	AMC			28
saint josephs hospital	Saint Josephs Hospital			28
joué club	Joué Club			28
bridge inn	Bridge Inn			28
sokol	Sokol			28
land transportation office	Land Transportation Office			28
monge	Monge			28
μαρινόπουλος	Μαρινόπουλος			28
st joseph's catholic church	St Joseph's Catholic Church			28
igreja adventista	Igreja Adventista			28
humanities building	Humanities Building			28
disa	Disa			28
εθνική	Εθνική			28
embassy	Embassy			28
vínbúðin	Vínbúðin			28
радиодетали	Радиодетали			28
horgászbolt	Horgászbolt			28
drogeria	Drogeria			28
ботанический сад	Ботанический сад			28
walker school	Walker School			28
04	04			28
arbö	ARBÖ			28
garner cemetery	Garner Cemetery			28
atmosphere	Atmosphere			28
sankt johannes der täufer	Sankt Johannes der Täufer			28
eurokiosk	Eurokiosk			28
basilio vadillo	Basilio Vadillo			28
pilz	Pilz			28
the commons	The Commons			28
farmhouse	Farmhouse			28
living room	Living Room			28
合作金庫銀行	合作金庫銀行			28
telecom italia	Telecom Italia			28
adventure playground	Adventure Playground			28
нур	Нур			28
alves bandeira	Alves Bandeira			28
stadtbrunnen	Stadtbrunnen			28
避難小屋	避難小屋			28
wilhelm-busch-schule	Wilhelm-Busch-Schule			28
horace mann elementary school	Horace Mann Elementary School			28
iglesia de san antonio	Iglesia de San Antonio			28
kartbahn	Kartbahn			28
image	Image			28
entrance	Entrance			28
piste d'athlétisme	Piste d'athlétisme			28
панда	Панда			28
blueberry hill	Blueberry Hill			28
schillerpark	Schillerpark			28
waldblick	Waldblick			28
central plaza	Central Plaza			28
green dragon	Green Dragon			28
happy valley	Happy Valley			28
daniels cemetery	Daniels Cemetery			28
schwimmbecken	Schwimmbecken			28
clinica	Clinica			28
плажен басейн	Плажен басейн			28
школа №55	Школа №55			28
king's arms	King's Arms			28
колорит	Колорит			28
citi hardware	Citi Hardware			28
hôtel kyriad	Hôtel Kyriad			28
эльф	Эльф			28
344	344			28
hundesportverein	Hundesportverein			28
sunnyside church	Sunnyside Church			28
sporthal	Sporthal			28
quiksilver	Quiksilver			28
panetteria	Panetteria			28
oak house	Oak House			28
cuerpo de bomberos	Cuerpo de Bomberos			28
parroquia san josé	Parroquia San José			28
dixy chicken	Dixy Chicken			28
escuela de música	Escuela de Música			28
bergwachthütte	Bergwachthütte			28
supa iga	Supa IGA			28
macdonalds	MacDonalds			28
bora bora	Bora Bora			28
bâtiment en construction	bâtiment en construction			28
depósito	Depósito			28
политехнический колледж	Политехнический колледж			28
saint mark baptist church	Saint Mark Baptist Church			28
fürstenhof	Fürstenhof			28
kirk cemetery	Kirk Cemetery			28
besson chaussures	Besson Chaussures			28
the oak	The Oak			28
fairfield church	Fairfield Church			28
cashbuild	Cashbuild			28
taman makam pahlawan	Taman Makam Pahlawan			28
sandabbau	Sandabbau			28
chapel cemetery	Chapel Cemetery			28
гимназия № 1	Гимназия № 1			28
snack shop	Snack Shop			28
exterior	Exterior			28
украина	Украина			28
rio grande	Rio Grande			28
st george's church	St George's Church			28
schnittpunkt	Schnittpunkt			28
av villas	AV Villas			28
dennys	Dennys	Denny's	1	28
belwest	Belwest			28
электросила	Электросила			28
evangelical cemetery	Evangelical Cemetery			28
bazar chino	Bazar Chino			28
antioch school	Antioch School			28
сезон	Сезон			28
st. matthias	St. Matthias			28
star market	Star Market			28
odysseus	Odysseus			28
берёзовая роща	Берёзовая роща			28
obi baumarkt	OBI Baumarkt			28
rehobeth church	Rehobeth Church			28
jockey	Jockey			28
barbershop	Barbershop			28
facilities	Facilities			28
мелодия	Мелодия			28
bagels & beans	Bagels & Beans			28
casino royal	Casino Royal			28
三媽臭臭鍋	三媽臭臭鍋			28
やまや	やまや			28
christ evangelical lutheran church	Christ Evangelical Lutheran Church			28
l'etoile	L'Etoile			28
sunrise church	Sunrise Church			28
salon de belleza	Salon de Belleza			28
палац культури	Палац культури			28
el portón	El Portón			28
ruiny pałacu	ruiny pałacu			28
gewerbepark	Gewerbepark			28
манеж	Манеж			28
pko sa	PKO SA			28
millenium bank	Millenium Bank			28
gaia	Gaia			28
jazz	Jazz			28
gap outlet	Gap Outlet			28
театр кукол	Театр кукол			28
star pizza	Star Pizza			28
tilted kilt	Tilted Kilt			28
block h	Block H			28
maison du temps libre	Maison du Temps Libre			28
the shakespeare	The Shakespeare			28
sąd okręgowy	Sąd Okręgowy			28
floreria	Floreria			28
recyclinghof	Recyclinghof			28
policia civil	Policia Civil			28
il faro	Il Faro			28
日枝神社	日枝神社			28
west stand	West Stand			28
cottages	Cottages			28
la réserve	La Réserve			28
pc depot	PC DEPOT			28
stk	STK			28
sv. florián	sv. Florián			28
kath. pfarrheim	Kath. Pfarrheim			28
book shop	Book Shop			28
tous	Tous			28
рио	Рио			28
бородино	Бородино			28
library park	Library Park			28
アパマンショップ	アパマンショップ			28
rösner	Rösner			28
service station	Service Station			28
s4	S4			28
edgewood cemetery	Edgewood Cemetery			28
l'imprévu	L'Imprévu			28
来来亭	来来亭			28
compound	Compound			28
futsal	Futsal			28
venezuela	Venezuela			28
ortskapelle	Ortskapelle			28
366	366			28
eureka mine	Eureka Mine			28
max spielmann	Max Spielmann			28
acuario	Acuario			28
hemmakväll	Hemmakväll			28
bloc 18	Bloc 18			28
st. jakobus der ältere	St. Jakobus der Ältere			28
oma	Oma			28
rewe getränke	REWE Getränke			28
g.a.s.	G.A.S.			28
chuck e cheese's	Chuck E Cheese's	Chuck E. Cheese's	1	28
фото	Фото			28
la ruche	La Ruche			28
institucional	institucional			28
icici	ICICI			28
цегельний завод	Цегельний завод			28
106동	106동			28
iki	IKI			28
citi	Citi			28
white church	White Church			28
kal tire	Kal Tire			28
carters	Carters			28
корпус №6	Корпус №6			28
poșta	Poșta			28
incanto	Incanto			28
hoover cemetery	Hoover Cemetery			28
ava	Ava			28
the lion	The Lion			28
le lavoir	Le Lavoir			28
star hotel	Star Hotel			28
petrolina	Petrolina			28
building 20	Building 20			28
kebabish	Kebabish			28
ramon garcia ruiz	Ramon Garcia Ruiz			28
carnegie hall	Carnegie Hall			28
buffalo school (historical)	Buffalo School (historical)			28
biserica catolică	Biserica Catolică			28
gasthof kreuz	Gasthof Kreuz			28
lincoln of fairlane town center	Lincoln of Fairlane Town Center			28
bäckerei kayser	Bäckerei Kayser			28
sb-tankstelle	SB-Tankstelle			28
harbor freight	Harbor Freight			28
access bank	Access Bank			28
maison des sports	Maison des Sports			28
bloc 16	Bloc 16			28
sokoine regional hospital	Sokoine Regional Hospital			28
building k	Building K			28
hays cemetery	Hays Cemetery			28
triangle	Triangle			28
bureau en gros	Bureau en Gros			28
三商巧福	三商巧福			28
damart	Damart			28
abacus	Abacus			28
fellowship bible church	Fellowship Bible Church			28
rita's italian ice	Rita's Italian Ice			28
кассы	Кассы			28
eroski city	Eroski City			28
palazzo vescovile	Palazzo Vescovile			28
well	Well			28
терволина	Терволина			28
walker school (historical)	Walker School (historical)			28
el pinar	El Pinar			28
full house	Full House			28
калипсо	Калипсо			28
детская поликлиника №3	Детская поликлиника №3			28
canton	Canton			28
rock church	Rock Church			28
shake shack	Shake Shack		1	28
building i	Building I			28
école maternelle anatole france	École maternelle Anatole France			28
makuuni	Makuuni			28
smash burger	Smash Burger	Smashburger	1	28
sunnyside park	Sunnyside Park			28
toto	Toto			28
galeria	Galeria			28
white rock church	White Rock Church			28
vrtec	Vrtec			28
oak	Oak			28
americanas express	Americanas Express			28
めぐみ保育園	めぐみ保育園			28
rancho grande	Rancho Grande			28
haarwerk	Haarwerk			28
forest home cemetery	Forest Home Cemetery			28
e5 mode	E5 Mode			28
bed & breakfast	Bed & Breakfast			28
b15	B15			28
isabel	Isabel			28
авиатор	Авиатор			28
bürgerstuben	Bürgerstuben			28
saint theresa school	Saint Theresa School			28
las iguanas	Las Iguanas			28
casa pepe	Casa Pepe			28
